country,year,gender,employment_type,economic_activity,employees_thousands,data_quality,data_source,indicator
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): Total,392.521,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,26.604,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): B. Mining and quarrying,4.157,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): C. Manufacturing,147.714,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): F. Construction,1.188,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,27.657,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,17.033,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): J. Information and communication,2.929,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,5.035,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",4.119,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,7.301,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): P. Education,15.725,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,12.062,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2.61,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): S. Other service activities,96.129,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with informal main job,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,20.002,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): Total,33.813,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2.337,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with formal main job,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",1.113,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2.265,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,1.653,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): P. Education,10.008,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2022,Female,Nature of job: Persons with formal main job,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,8.723,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,Economic activity (Broad sector): Total,296.423,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,Economic activity (Broad sector): Agriculture,13.174,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,Economic activity (Broad sector): Non-agriculture,283.248,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,Economic activity (Broad sector): Industry,53.446,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,Economic activity (Broad sector): Services,229.803,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,Economic activity (Broad sector): Total,237.048,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,Economic activity (Broad sector): Agriculture,13.174,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,Economic activity (Broad sector): Non-agriculture,223.873,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,Economic activity (Broad sector): Industry,41.831,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,Economic activity (Broad sector): Services,182.042,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with formal main job,Economic activity (Broad sector): Total,59.375,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with formal main job,Economic activity (Broad sector): Non-agriculture,59.375,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with formal main job,Economic activity (Broad sector): Industry,11.615,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with formal main job,Economic activity (Broad sector): Services,47.76,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,Economic activity (Broad sector): Total,223.776,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,Economic activity (Broad sector): Agriculture,10.531,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,Economic activity (Broad sector): Non-agriculture,213.245,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,Economic activity (Broad sector): Industry,45.334,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,Economic activity (Broad sector): Services,167.911,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,Economic activity (Broad sector): Total,175.385,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,Economic activity (Broad sector): Agriculture,10.531,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,Economic activity (Broad sector): Non-agriculture,164.854,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,Economic activity (Broad sector): Industry,35.015,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,Economic activity (Broad sector): Services,129.839,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with formal main job,Economic activity (Broad sector): Total,48.391,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with formal main job,Economic activity (Broad sector): Non-agriculture,48.391,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with formal main job,Economic activity (Broad sector): Industry,10.32,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with formal main job,Economic activity (Broad sector): Services,38.071,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,Economic activity (Broad sector): Total,72.647,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,Economic activity (Broad sector): Agriculture,2.644,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,Economic activity (Broad sector): Non-agriculture,70.003,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,Economic activity (Broad sector): Industry,8.111,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,Economic activity (Broad sector): Services,61.892,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,Economic activity (Broad sector): Total,61.663,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,Economic activity (Broad sector): Agriculture,2.644,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,Economic activity (Broad sector): Non-agriculture,59.02,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,Economic activity (Broad sector): Industry,6.816,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,Economic activity (Broad sector): Services,52.203,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with formal main job,Economic activity (Broad sector): Total,10.984,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with formal main job,Economic activity (Broad sector): Non-agriculture,10.984,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with formal main job,Economic activity (Broad sector): Industry,1.295,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with formal main job,Economic activity (Broad sector): Services,9.689,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,Economic activity (Aggregate): Total,296.423,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,Economic activity (Aggregate): Agriculture,13.174,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,Economic activity (Aggregate): Manufacturing,33.42,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,Economic activity (Aggregate): Construction,13.708,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",6.317,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",71.181,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",158.621,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,Economic activity (Aggregate): Total,237.048,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,Economic activity (Aggregate): Agriculture,13.174,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,Economic activity (Aggregate): Manufacturing,25.974,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,Economic activity (Aggregate): Construction,10.223,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",5.634,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",52.165,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",129.877,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with formal main job,Economic activity (Aggregate): Total,59.375,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with formal main job,Economic activity (Aggregate): Manufacturing,7.447,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with formal main job,Economic activity (Aggregate): Construction,3.485,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",0.683,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",19.016,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Total,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",28.744,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,Economic activity (Aggregate): Total,223.776,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,Economic activity (Aggregate): Agriculture,10.531,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,Economic activity (Aggregate): Manufacturing,27.466,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,Economic activity (Aggregate): Construction,12.964,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",4.904,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",56.091,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",111.82,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,Economic activity (Aggregate): Total,175.385,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,Economic activity (Aggregate): Agriculture,10.531,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,Economic activity (Aggregate): Manufacturing,20.907,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,Economic activity (Aggregate): Construction,9.886,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",4.221,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",39.981,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",89.858,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with formal main job,Economic activity (Aggregate): Total,48.391,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with formal main job,Economic activity (Aggregate): Manufacturing,6.559,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with formal main job,Economic activity (Aggregate): Construction,3.078,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",0.683,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",16.11,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Male,Nature of job: Persons with formal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",21.962,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,Economic activity (Aggregate): Total,72.647,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,Economic activity (Aggregate): Agriculture,2.644,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,Economic activity (Aggregate): Manufacturing,5.955,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,Economic activity (Aggregate): Construction,0.744,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",1.413,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",15.09,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",46.802,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,Economic activity (Aggregate): Total,61.663,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,Economic activity (Aggregate): Agriculture,2.644,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,Economic activity (Aggregate): Manufacturing,5.066,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",1.413,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",12.184,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with informal main job,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",40.019,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with formal main job,Economic activity (Aggregate): Total,10.984,Normal,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
Benin,2011,Female,Nature of job: Persons with formal main job,Economic activity (Aggregate): Manufacturing,0.888,Unreliable,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,"Employees by sex, informal/formal job and economic activity (thousands)"
