ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_M,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2021,1.383,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_N,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2021,25.999,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_O,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2021,12.31,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_P,Economic activity (ISIC-Rev.4): P. Education,2021,5.582,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_Q,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2021,3.543,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_R,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2021,1.63,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_T,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2021,2.168,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_TOTAL,Economic activity (ISIC-Rev.4): Total,2021,80.734,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_A,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2021,1.608,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_B,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2021,5.308,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_C,Economic activity (ISIC-Rev.4): C. Manufacturing,2021,5.263,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_E,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2021,1.736,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_G,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,8.087,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_H,Economic activity (ISIC-Rev.4): H. Transportation and storage,2021,3.986,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_I,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2021,1.28,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_J,Economic activity (ISIC-Rev.4): J. Information and communication,2021,2.771,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_K,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2021,1.687,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_M,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2021,1.868,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_N,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2021,1.74,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_O,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2021,25.545,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_P,Economic activity (ISIC-Rev.4): P. Education,2021,11.671,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_M,Male,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_Q,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2021,4.428,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_TOTAL,Economic activity (ISIC-Rev.4): Total,2021,280.052,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_A,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2021,6.634,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_B,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2021,2.584,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_C,Economic activity (ISIC-Rev.4): C. Manufacturing,2021,16.158,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_E,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2021,2.7,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_F,Economic activity (ISIC-Rev.4): F. Construction,2021,2.914,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_G,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,37.154,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_H,Economic activity (ISIC-Rev.4): H. Transportation and storage,2021,4.544,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_I,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2021,10.755,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_J,Economic activity (ISIC-Rev.4): J. Information and communication,2021,1.165,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_K,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2021,7.738,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_M,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2021,4.9,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_N,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2021,19.108,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_O,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2021,69.562,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_P,Economic activity (ISIC-Rev.4): P. Education,2021,52.9,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_Q,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2021,20.266,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_R,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2021,0.769,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_S,Economic activity (ISIC-Rev.4): S. Other service activities,2021,3.101,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_TOTAL,Nature of job: Total,ECO_ISIC4_T,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2021,14.541,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_TOTAL,Economic activity (ISIC-Rev.4): Total,2021,182.987,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_A,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2021,5.455,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_B,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2021,1.169,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_C,Economic activity (ISIC-Rev.4): C. Manufacturing,2021,13.184,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_F,Economic activity (ISIC-Rev.4): F. Construction,2021,2.481,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_G,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,31.078,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_I,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2021,8.544,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_K,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2021,2.121,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_M,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2021,2.755,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_N,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2021,18.216,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_O,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2021,44.882,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_P,Economic activity (ISIC-Rev.4): P. Education,2021,23.331,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_Q,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2021,8.784,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_S,Economic activity (ISIC-Rev.4): S. Other service activities,2021,2.652,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_INFORMAL,Nature of job: Persons with informal main job,ECO_ISIC4_T,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2021,14.007,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_TOTAL,Economic activity (ISIC-Rev.4): Total,2021,97.065,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_A,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2021,1.179,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_B,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2021,1.415,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_C,Economic activity (ISIC-Rev.4): C. Manufacturing,2021,2.974,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_E,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2021,1.943,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_G,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,6.077,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_H,Economic activity (ISIC-Rev.4): H. Transportation and storage,2021,3.681,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_I,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2021,2.21,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_K,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2021,5.617,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_M,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2021,2.145,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_O,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2021,24.68,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:15710,HS - Multi-Topic Household Survey,EES_TEES_SEX_IFL_ECO_NB,"Employees by sex, informal/formal job and economic activity (thousands)",SEX_F,Female,IFL_NATURE_FORMAL,Nature of job: Persons with formal main job,ECO_ISIC4_P,Economic activity (ISIC-Rev.4): P. Education,2021,29.569,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
