ds,y
2004,33.52
2005,24.63966666666667
2006,15.759333333333334
2007,6.879
2008,19.076
2009,31.273
2010,107.819
2011,224.28900000000002
2012,117.833
2013,219.62700000000004
2014,102.421
2015,154.947
2016,77.074
2017,175.34199999999998
2018,243.839
2019,346.332
2020,169.815
2021,152.748
2022,747.455
2023,306.41
2024,492.877
