ds,y
2004,63.43
2005,120.76466666666667
2006,178.09933333333333
2007,235.434
2008,1212.9545
2009,2190.475
2010,2507.516
2011,2556.109
2012,2948.4410000000003
2013,2517.297
2014,1007.29
2015,2913.818
2016,2713.5620000000004
2017,3461.888
2018,397.132
2019,5217.977
2020,638.4449999999999
2021,907.313
2022,2005.017
2023,4036.801
2024,5830.543
