ds,y
2004-01-01,156.926
2007-01-01,140.893
2009-01-01,1101.7150000000001
2010-01-01,1309.6760000000002
2011-01-01,1826.025
2012-01-01,1559.974
2013-01-01,1574.484
2014-01-01,951.4459999999999
2015-01-01,1786.968
2016-01-01,1647.414
2017-01-01,2272.055
2018-01-01,468.928
2019-01-01,4056.244
2020-01-01,784.982
2021-01-01,948.992
2022-01-01,2252.457
2023-01-01,3313.235
2024-01-01,4792.308
