ds,y
2004-01-01,125.388
2005-01-01,36.215
2007-01-01,82.932
2008-01-01,1718.565
2009-01-01,1874.385
2010-01-01,2102.835
2011-01-01,2599.861
2012-01-01,2563.1710000000003
2013-01-01,2658.4860000000003
2014-01-01,1114.406
2015-01-01,2913.5629999999996
2016-01-01,2815.5769999999998
2017-01-01,3483.719
2018-01-01,582.478
2019-01-01,5369.961
2020-01-01,1734.31
2021-01-01,2122.443
2022-01-01,2899.74
2023-01-01,5437.1810000000005
2024-01-01,6531.521000000001
