ds,y
2004-01-01,12.764
2007-01-01,11.936
2009-01-01,204.729
2010-01-01,267.702
2011-01-01,285.513
2012-01-01,264.183
2013-01-01,250.09
2014-01-01,47.597
2015-01-01,237.94899999999998
2016-01-01,220.173
2017-01-01,232.961
2018-01-01,24.116
2019-01-01,339.848
2020-01-01,43.613
2021-01-01,73.843
2022-01-01,161.13400000000001
2023-01-01,317.557
2024-01-01,370.11400000000003
