ds,y
2004,254.098
2005,237.06866666666667
2006,220.03933333333333
2007,203.01
2008,1153.3444999999997
2009,2103.6789999999996
2010,2192.698
2011,2933.9449999999997
2012,3165.112
2013,2857.958
2014,1528.4740000000002
2015,3325.776
2016,2569.3689999999997
2017,3224.9590000000003
2018,608.092
2019,4914.777
2020,944.4380000000001
2021,1851.405
2022,2155.192
2023,3098.7580000000003
2024,5773.330999999999
