ds,y
2004,1.797
2005,2.745
2006,3.693
2007,4.641
2008,61.41949999999999
2009,118.198
2010,216.52100000000002
2011,233.727
2012,187.59
2013,222.995
2014,46.925
2015,204.53900000000002
2016,305.57
2017,189.051
2018,19.938
2019,289.462
2020,47.923
2021,111.67
2022,96.109
2023,280.034
2024,362.119
