ds,y
2004,64.443
2005,53.83233333333333
2006,43.221666666666664
2007,32.611
2008,108.686
2009,184.761
2010,455.515
2011,735.806
2012,1469.263
2013,314.58299999999997
2014,340.956
2015,382.074
2016,274.75
2017,474.099
2018,276.479
2019,1053.647
2020,562.7149999999999
2021,696.367
2022,607.217
2023,700.595
2024,1567.162
