ds,y
2004-01-01,57.849
2007-01-01,119.136
2009-01-01,1317.585
2010-01-01,1869.735
2011-01-01,2870.3810000000003
2012-01-01,2500.735
2013-01-01,1671.261
2014-01-01,1473.924
2015-01-01,2090.829
2016-01-01,3079.8740000000003
2017-01-01,5043.833
2018-01-01,1325.359
2019-01-01,6692.708
2020-01-01,1741.413
2021-01-01,2661.4130000000005
2022-01-01,5715.995
2023-01-01,4396.461
2024-01-01,6365.264999999999
