ds,y
2004,80.644
2005,112.94733333333335
2006,145.2506666666667
2007,177.554
2008,661.0675
2009,1144.581
2010,1240.888
2011,1797.894
2012,1727.679
2013,1533.481
2014,893.577
2015,1687.668
2016,1482.4769999999999
2017,1995.58
2018,328.5
2019,3181.6549999999997
2020,732.5840000000001
2021,769.751
2022,1982.249
2023,2475.982
2024,3549.602
