ds,y
2004,11.95
2005,12.440999999999999
2006,12.932
2007,13.423
2008,190.39800000000002
2009,367.37300000000005
2010,382.515
2011,401.43399999999997
2012,1155.907
2013,313.395
2014,151.776
2015,333.65
2016,296.464
2017,396.528
2018,124.112
2019,651.607
2020,96.62299999999999
2021,241.78
2022,327.327
2023,518.9739999999999
2024,861.12
