ds,y
2004-01-01,360.749
2005-01-01,296.803
2007-01-01,452.338
2008-01-01,2884.205
2009-01-01,3702.9610000000002
2010-01-01,4424.955
2011-01-01,6117.288
2012-01-01,7860.763
2013-01-01,5966.138
2014-01-01,3173.703
2015-01-01,5528.9439999999995
2016-01-01,5677.047
2017-01-01,6597.645
2018-01-01,1536.462
2019-01-01,11603.98
2020-01-01,7662.362999999999
2021-01-01,8411.135
2022-01-01,11381.027
2023-01-01,14444.301
2024-01-01,19472.071
