ds,y
2004-01-01,63.43
2005-01-01,97.738
2007-01-01,235.434
2008-01-01,2044.98
2009-01-01,2190.475
2010-01-01,2507.516
2011-01-01,2589.529
2012-01-01,3032.079
2013-01-01,2764.373
2014-01-01,1007.29
2015-01-01,2913.818
2016-01-01,2898.0080000000003
2017-01-01,3461.888
2018-01-01,397.132
2019-01-01,5217.977
2020-01-01,1968.796
2021-01-01,2146.872
2022-01-01,3395.263
2023-01-01,5398.536
2024-01-01,7260.605
